"=""User Id""","=""Username""","=""Comment Id""","=""Comment Text""","=""Profile URL""","=""Profile Pic URL""","=""Date"""
"=""41385626""","=""marlindebresser""","=""17947840033752645""","=""❤️""","=""https://www.instagram.com/marlindebresser""","=""https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/11939480_1620259311559838_1341760148_a.jpg""","=""25/02/2022, 18:08:33"""
"=""7417575820""","=""panagiotisloizoy""","=""17968096840496986""","=""@courtsbs ..Wow.. this is like absolutely beautiful""","=""https://www.instagram.com/panagiotisloizoy""","=""https://scontent-hkt1-2.cdninstagram.com/v/t51.2885-19/275406422_130528616175252_7400244238920936745_n.jpg""","=""25/02/2022, 18:35:06"""
"=""879414""","=""k_garnett""","=""17906992439445915""","=""Join my meditation course!! I’ll teach you about the “off switch”!😏""","=""https://www.instagram.com/k_garnett""","=""https://scontent-hkt1-2.cdninstagram.com/v/t51.2885-19/275141391_1113781676085895_6249385697477165328_n.jpg""","=""25/02/2022, 18:44:03"""
"=""49765215974""","=""antoine.ink_poet""","=""17937945907915454""","=""so very true... a beautiful reminder to bring us back to our true being 🦋""","=""https://www.instagram.com/antoine.ink_poet""","=""https://scontent-hkt1-2.cdninstagram.com/v/t51.2885-19/273802812_3127822144202071_2692516499166882160_n.jpg""","=""25/02/2022, 21:09:21"""
"=""42656515759""","=""popylloh""","=""17923269581070615""","=""@welcometooblivion""","=""https://www.instagram.com/popylloh""","=""https://scontent-hkt1-2.cdninstagram.com/v/t51.2885-19/273711783_533343674537392_2209003639545159775_n.jpg""","=""25/02/2022, 21:19:36"""
"=""3012096666""","=""travellingsimmy""","=""17933867386992863""","=""Let me know if u find the switch pls""","=""https://www.instagram.com/travellingsimmy""","=""https://scontent-hkt1-2.cdninstagram.com/v/t51.2885-19/68934891_529234521150964_7154346046804459520_n.jpg""","=""25/02/2022, 21:45:31"""
"=""45404310521""","=""rohit.duhn""","=""18190689994082584""","=""It's most probably gas""","=""https://www.instagram.com/rohit.duhn""","=""https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/270361765_358436189424782_6118095777514998874_n.jpg""","=""25/02/2022, 22:16:41"""
"=""50293855649""","=""icouldnthelpbutremember""","=""18015055504373035""","=""Do this all the time""","=""https://www.instagram.com/icouldnthelpbutremember""","=""https://scontent-hkt1-2.cdninstagram.com/v/t51.2885-19/257692022_323728292539794_4662263119051099493_n.jpg""","=""26/02/2022, 00:28:38"""
"=""45472203012""","=""femininesacredco""","=""17939489485810771""","=""The off switch is your headphones 🎧 blasting your favorite music ❤️""","=""https://www.instagram.com/femininesacredco""","=""https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/146564310_163429918713563_1893589091460874214_n.jpg""","=""26/02/2022, 00:37:42"""
"=""3059062755""","=""carencampbellmd""","=""17867798099665266""","=""That damn intellect ❤️""","=""https://www.instagram.com/carencampbellmd""","=""https://scontent-hkt1-2.cdninstagram.com/v/t51.2885-19/183690486_476417533667568_5783840151813124636_n.jpg""","=""26/02/2022, 00:48:59"""
"=""1999338421""","=""ortega_arroyo_deysi""","=""18189423376085667""","=""@le_petitemort.co 🔥🔥😍""","=""https://www.instagram.com/ortega_arroyo_deysi""","=""https://scontent-hkt1-2.cdninstagram.com/v/t51.2885-19/275257334_105828885323235_5358262300794102628_n.jpg""","=""26/02/2022, 01:09:33"""
"=""26253256368""","=""thezoewrites""","=""18262042885077549""","=""I need the off-switch😭😭😭 my mind be robbing me of pleasure""","=""https://www.instagram.com/thezoewrites""","=""https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/250474482_544878520158962_7004473504855630425_n.jpg""","=""26/02/2022, 01:21:57"""
