"=""User Id""","=""Username""","=""Comment Id""","=""Comment Text""","=""Profile URL""","=""Profile Pic URL""","=""Date"""
"=""608943647""","=""chelsielynn__""","=""17900637599414993""","=""Absolutely love this 🙌❤️""","=""https://www.instagram.com/chelsielynn__""","=""https://scontent-hkt1-2.cdninstagram.com/v/t51.2885-19/123864991_236320354498603_2527873934368270011_n.jpg""","=""15/02/2022, 10:46:30"""
"=""184889222""","=""tlbaier""","=""17952722686718871""","=""❤️❤️❤️""","=""https://www.instagram.com/tlbaier""","=""https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/274046952_672637217414433_7782914188118431756_n.jpg""","=""15/02/2022, 12:49:29"""
"=""8728975897""","=""j.j.woodspoetry""","=""17945513041762533""","=""🍷""","=""https://www.instagram.com/j.j.woodspoetry""","=""https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/50692756_321568428492405_7119325038091698176_n.jpg""","=""15/02/2022, 13:51:44"""
"=""49053381951""","=""ivettebettyboo777""","=""18206141305131711""","=""Good Night My Love😍""","=""https://www.instagram.com/ivettebettyboo777""","=""https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/274305825_721366695501238_5579807862879459253_n.jpg""","=""15/02/2022, 15:28:23"""
"=""49053381951""","=""ivettebettyboo777""","=""17922759434061290""","=""EGYPTIAN KING FOREVER 💚☺️🔥🔥""","=""https://www.instagram.com/ivettebettyboo777""","=""https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/274305825_721366695501238_5579807862879459253_n.jpg""","=""15/02/2022, 15:28:28"""
"=""49302874754""","=""vanee_sangrel""","=""17961321154576289""","=""our simple life, love plays a very specific role. I love my husband very much, but my husband left me for months because of my mistake. I was lonely and sad. Fortunately, I was directed to a very kind and powerful man, @grandPa_osemenshan who helped me bring my husband back and now loves me so much more that I am ever so happy with life now thank you very much @grandPa_osemenshan""","=""https://www.instagram.com/vanee_sangrel""","=""https://scontent-hkt1-2.cdninstagram.com/v/t51.2885-19/273732541_164406129254622_7068015664601012786_n.jpg""","=""15/02/2022, 15:55:22"""
"=""44784565583""","=""mc_kc_co""","=""18217918327116479""","=""@bw177_ ❤️🥰""","=""https://www.instagram.com/mc_kc_co""","=""https://scontent-hkt1-2.cdninstagram.com/v/t51.2885-19/256685471_964853664381978_201377128916899487_n.jpg""","=""15/02/2022, 15:59:21"""
"=""1946654067""","=""gzm_svn7""","=""17901298241389786""","=""♥️😻""","=""https://www.instagram.com/gzm_svn7""","=""https://scontent-hkt1-2.cdninstagram.com/v/t51.2885-19/243040204_2715637082073736_3860899954486077623_n.jpg""","=""15/02/2022, 16:18:28"""
"=""45211494354""","=""the_cheer_collective""","=""17948481649737583""","=""@marky___d""","=""https://www.instagram.com/the_cheer_collective""","=""https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/175141348_326432679050013_6906428400730176426_n.jpg""","=""15/02/2022, 17:32:56"""
"=""7826304733""","=""rose_gill143""","=""18281829502029921""","=""🙌🙌""","=""https://www.instagram.com/rose_gill143""","=""https://scontent-hkt1-2.cdninstagram.com/v/t51.2885-19/259761798_425791119246511_3339307531919335695_n.jpg""","=""15/02/2022, 18:07:01"""
"=""18633536858""","=""sammywise____""","=""17911078334267600""","=""@m._.joon90""","=""https://www.instagram.com/sammywise____""","=""https://scontent-hkt1-2.cdninstagram.com/v/t51.2885-19/273958544_1513599309022827_282825252763105677_n.jpg""","=""15/02/2022, 19:08:06"""
"=""244337189""","=""yayaischillen""","=""17929995455024000""","=""@sandravaldezm ❤️‍🔥""","=""https://www.instagram.com/yayaischillen""","=""https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/275544689_938288886690321_3189517924262806697_n.jpg""","=""15/02/2022, 21:56:51"""
"=""29645245389""","=""max__g_w_""","=""18145674988243733""","=""Thanks to grandpa osemenshan After 3 years in marriage with my husband with one kid, he suddenly left me and my kid to another woman, my marriage was gradually coming to an end. i tried all i could to stop him from this unruly attitude but all proved abortive, until i saw a post in the forum about a spell caster who helps people cast spell on marriage and relationship problems, at first i doubted it but decided to give it a try, when i contacted this Spell caster @grandpa_osemenshan he helped me cast a spell and within two days my husband came back apologizing for all he has done and promised never to live me again and today we are happily together again.""","=""https://www.instagram.com/max__g_w_""","=""https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/260131632_1060337971175546_2071211506712618846_n.jpg""","=""15/02/2022, 22:14:20"""
"=""6137117379""","=""amarettobreez""","=""17894053238545331""","=""@zach_stilger - ❤️""","=""https://www.instagram.com/amarettobreez""","=""https://scontent-hkt1-2.cdninstagram.com/v/t51.2885-19/271534014_158443756513481_4783201747185383143_n.jpg""","=""15/02/2022, 23:17:38"""
"=""15090089""","=""rgeorgie22""","=""17914718549495217""","=""🔥""","=""https://www.instagram.com/rgeorgie22""","=""https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/50917186_2193530657627240_4929596946466734080_n.jpg""","=""15/02/2022, 23:38:48"""
